gene_name	A1	A2	A3	AV1	AV2	AV3
Asgr2	0	0	0	2	0	0
Ash1l	710.15	737	659	841.047	842	1169
Ash2l	510.001	756	653.999	810.999	711	1016.001
Asic1	14	17	11	6	8	26
Asic2	0	0	0	0	0	0
Asic3	5	5	1	3	0	1
Asic4	0	0	0	0	0	0
Asic5	0	0	0	0	0	0
Asl	409.999	583.999	568.999	583.001	538.001	768
Asmt	0	0	0	1	0	0
Asns	53	69	61	53	57	73
Asnsd1	504.001	818.001	762	777.584	880	1003
Aspa	1	1	6	4	1	0
Aspdh	0	0	0	0	0	0
Aspg	0	0	0	0	0	0
Asph	1784.829	2575.225	2466.292	2811.996	3057.472	3919.027
Asphd1	0	0	0	0	1	1
Asphd2	1	0	0	2	1	0
Aspm	81	102	82	99	117	150
Aspn	2	1	3	2	1	7
Asprv1	8	19	10	12	2	10
Aspscr1	304.126	460	416	413.999	438.998	550
Asrgl1	8	11	9	20	17	15
Ass-ps1	0	0	0	0	0	0
Ass1	26	40	56.92	50	90.954	111.882
Aste1	99.544	148.448	116.667	102.063	130.444	193.376
Astl	0	0	0	0	0	0
Astn1	0	0	0	0	0	0
Astn2	3	3	3	5	2	6
Astx1a	0	0	0	0	0	0
Astx1b	0	0	0	0	0	0
Astx1c	0	0	0	0	0	0
Astx2	0	0	0	0	0	0
Astx3	0	0	0	0	0	0
Astx4a	0	0	0	0	0	0
Astx4b	0	0	0	0	0	0
Astx4c	0	0	0	0	0	0
Astx4d	0	0	0	0	0	0
Astx5	0	0	0	0	0	0
Astx6	0	0	0	0	0	0
Asxl1	1184.669	1415	1373.823	1761.978	1388.963	2089.93
Asxl2	708.814	787.778	761.015	822.68	754.866	1078.637
Asxl3	0	0	0	0	0	0
Asz1	0	0	1	0	0	0
Atad1	865	1116	1102.999	1056.001	1171.999	1483
Atad2	458	630	563	579	792	873
Atad2b	360	387.001	405.999	396	440	545
Atad3a	389	628	559.999	521.001	550.999	725
Atad3aos	1	1	0	1	1	5
Atad5	78	74	61	70	71	121
Atat1	26.981	35.001	54.922	51	46.964	80.999
Atcay	0	0	0	6	1	0
Atcayos	0	0	0	1	1	1
Ate1	497.001	745.999	636	627.001	677	1044
Atf1	542	816	709.984	769.981	873	1126.972
Atf1-ps	0	3	2.016	3.019	0	4.029
Atf2	392	538	522.001	570	568	820.999
Atf3	3721	4994	4105	6590	7110.999	8381
Atf4	2229	2854	2723	3698	3246	3893
Atf5	289	523	450	358	255	365.019
Atf6	1047	1404	1247	1288	1292	1604
Atf6b	1253	1806.001	1583	1726	1723	2072
Atf7	576	655	680	605.001	644	923
Atf7ip	471	610	545	692	768	1002.001
Atf7ip2	0	0	0	0	1	1
Atg10	62	84	66	108	110	126
Atg101	158	273	222	345	310	432
Atg12	297	433	453	470	519	645
Atg13	283	440	418	487	559	653
Atg14	169.985	219.378	234.477	254.892	224.679	367.325
Atg16l1	417	567.999	549	659	627	899
Atg16l2	166.001	241.001	254.001	204.001	224	306.999
Atg2a	957	1234	1293	1494	1490	2010
Atg2b	479.03	611.725	580.144	656.773	696.145	884.278
Atg3	701	1216	900	987	1054	1424
Atg4a	189	265.928	286.909	284	261.155	357.935
Atg4a-ps	0	4.072	4.091	0	2.845	3.065
Atg4b	470	594	593	710	609.001	800.999
Atg4c	384	508	464	501	505	635
Atg4d	227.755	284.051	279.134	331.013	282.962	356.62
Atg5	650	935	892	870	1058	1187
Atg5lrt	0	0	0	0	0	0
Atg7	1414.999	2048.999	1781.998	1893	1976.999	2598.999
Atg9a	482.96	734	689.999	683.678	702.072	1031.545
Atg9b	0	4	3	3	2	2
Atic	965	1225.001	1147	1222	1215.999	1736
Atl1	20.461	21.252	23.321	20.673	36.033	36.849
Atl2	408.001	594.999	600.999	584.999	626	767
Atl3	1589	2225	2064.999	2066	2325	2811
Atm	313	450	367	270	340	464
Atmin	269	403	356	299	380	536
Atn1	535	688	697	762	790	971
Atoh1	0	0	0	0	0	0
Atoh7	0	0	0	0	0	0
Atoh8	0	1	7	0	0	0
Atosa	148	181	205	169	142	166.999
Atosb	349.001	523.998	588	597	687.177	817.001
Atox1	453	755	655	700	596	841
Atp10a	2653	3573	3221	3278	3681	4742
Atp10b	0	0	0	0	0	0
Atp10d	176	255	305	284	220	402
Atp11a	799	1149	1019.001	1117	1112	1391
Atp11b	1582	2103.999	1861	2095.999	2202	2701
Atp11c	553	717	664.999	711	802.001	964
Atp12a	0	0	0	0	0	0
Atp13a1	898	1314	1186	1309.001	1353.001	1821.999
Atp13a2	2886	4033.999	4100.001	4562.001	4715.999	7064.999
Atp13a3	5191	6871	5956	6447.001	6590	8924
Atp13a4	1	0	1	0	5	0
Atp13a5	0	0	0	0	0	0
Atp1a1	9436.001	12759	11625	11932.999	14105.999	17534.001
Atp1a2	10	22	15	4	10	8
Atp1a3	5	20	26	12	4	14
Atp1a4	0	2	0	0	0	0
Atp1b1	32	27.783	145.439	50.775	26.447	26.151
Atp1b2	1	1	2	0	3	3
Atp1b3	3508.996	5163.999	4898.999	4989.997	5331.982	6573.996
Atp1b4	0	0	0	0	0	0
Atp23	15	24.999	17	32.999	23	40
Atp2a1	0	0	0	0	1	1.961
Atp2a2	3223.999	4578	3883.208	4941	5710	6948
Atp2a3	199	194	176.001	222.001	157	252
Atp2b1	3271.001	4797.001	4079	4933.999	5420	6926.999
Atp2b2	0	2	38	3	5	0
Atp2b3	0	0	0	0	0	0
Atp2b4	253	271.001	260	223.001	105	185
Atp2c1	1342.455	1998.552	1891.333	2023.936	2076.555	2683.625
Atp2c2	0	0	0	0	0	0
Atp4a	0	0	0	0	0	0
Atp4b	0	0	0	0	0	0
Atp5c1-ps	0	0	1	0	0	0
Atp5f1a	6657	10262	8917	9148	10038	14168
Atp5f1b	7801	11729	10495	11694.999	12593	15780
Atp5f1c	1564	2210	2116.993	2348	2475	3179.999
Atp5f1d	632.999	1065	824	1006	940	1507.999
Atp5f1e	573	908.001	760	974	807	1064
Atp5if1	377.932	587.07	567.231	630.576	565.958	751.527
Atp5k-ps2	0	0	0	0	0	0
Atp5k-ps3	0	0	0	0	0	0
Atp5k-ps4	0	0	0	0	0	0
Atp5l-ps1	0	0	0	0	0	0
Atp5l-ps2	0	0	0	0	0	0
Atp5l2-ps	0	0	0	0	0	0
Atp5mc1	586	943.824	714.776	845.783	641.92	1005.884
Atp5mc2	568.523	952.568	823.635	822.04	942.56	1211.915
Atp5mc3	1535	2257.999	1943.999	2110.001	2008.001	2841
Atp5me	191	293	258	280	228	327
Atp5mf	441	748	644	784	662	871
Atp5mg	782.938	1052.945	1073.784	1156.957	1131.96	1343.937
Atp5mj	253	445	399	433	388	554
Atp5mk	160	399	318	316	265	411
Atp5pb	1508.993	2097.675	1859.869	2206.917	2176.274	2806.949
Atp5pb-ps	1.002	5.058	5.063	6.09	3.021	4.028
Atp5pd	678	1237.999	1274.993	1237.999	1071.994	1538.988
Atp5pf	642.849	1080.975	885.002	1045.163	938.001	1194.001
Atp5po	490.999	799.008	721	789.972	799.983	1121
Atp6ap1	3709.999	5698	5428.001	5390	6126	7796.998
Atp6ap1l	0	0	0	0	0	0
Atp6ap2	3328	4423	3878	4144	4195	5132
Atp6v0a1	1826	2561	2215.999	2564	3654	4264
Atp6v0a2	973.373	1331.006	1265.865	1265.548	1305.427	1772.988
Atp6v0a4	1	0	0	0	1	3
Atp6v0b	2434.001	3663.816	3208	3549.001	3510.999	4507
Atp6v0c	6053.798	8696.554	7260.894	7130.686	6416.408	8541.994
Atp6v0c-ps1	0	0	1.001	0	0	0
Atp6v0c-ps2	23.201	55.446	42.104	531.313	1291.593	1590.005
Atp6v0d1	2650	3715	3206	3740	4038	5143
Atp6v0d2	11397	16564	15975	16182	18497	24084
Atp6v0e	1843	3047	2617	2482	2084	2756
Atp6v0e2	86	116	126	9	11	22
Atp6v1a	3021.999	4437	3855.999	4421.009	5453	6449
Atp6v1b1	0	2	0	0	0	4
Atp6v1b2	7336.001	9826	9063.001	9793	10814	12876
Atp6v1c1	1716.999	2582.001	2230.001	2782	3141.001	3796
Atp6v1c2	5	0	0	6	2	3
Atp6v1d	1008.999	1180	1254	1526	1731	2085
Atp6v1e1	2272	3570	2679	3481	4584.001	5112
Atp6v1e2	0	0	0	0	0	0
Atp6v1f	778	1187	1122	1189	1189	1472
Atp6v1fnb	0	0	0	1	0	1
Atp6v1g1	1712.89	2608.433	2302.389	2129.204	2266.763	3004.538
Atp6v1g2	22.368	29.999	24.999	40.649	20.286	39.001
Atp6v1g3	0	0	0	0	0	0
Atp6v1h	957	1550	1431.001	1648.999	1792	2438
Atp7a	713	946.999	760	970.999	1216	1351
Atp7b	13	4	4	12	0	10
Atp8a1	646	777.001	738.999	813	781	1062
Atp8a2	8.05	8	8.104	6	18	12.044
Atp8b1	6	4	1	8	3	8
Atp8b2	37	61	60	46	41	39
Atp8b3	1	0	0	4	2	1
Atp8b4	1468	2105.001	1849	1770	1985.999	2601
Atp8b5	0	0	0	1	1	2
Atp9a	12	17	33	31	29	23
Atp9b	870	1205.999	1006	1231.999	1196	1620.999
Atpaf1	106.966	150	160	135.858	149	222.878
Atpaf2	204	303	236	264	263	390
Atpsckmt	73.001	130.999	121.001	116	131	145
Atr	178.977	267	247	246	238.953	361.987
Atraid	420.001	588.838	524	560	579	749.88
Atrip	217.13	291.983	271.278	257.694	286.285	355.239
Atrn	754	991	949	995	984	1234
Atrnl1	945	1198	1100	1192	1214	1504
Atrx	1414.999	1952	1625	1942	1919.001	2852.001
Atxn1	1587.141	1926.128	1636.872	2152.814	1845.676	2868.345
Atxn10	2362	3139	2517	3565	3535	4408
Atxn1l	675	779	729	728	899	1131
Atxn2	305	384	432	399.001	391.001	633.998
Atxn2l	2386	3346	3319.001	3368	3549	5014.999
Atxn3	399	556	492	492	606	719
Atxn7	585.999	767	612.999	908.999	895.001	1107.999
Atxn7l1	312.998	422	399.999	461	500.995	685
Atxn7l1os1	1	0	0	0	1	0
Atxn7l1os2	2.001	0	2	2	5.005	5
Atxn7l2	54	68	79	84	69	111
Atxn7l3	675	959	1069	998.999	1061.001	1313.001
Atxn7l3b	736.432	1076.439	996.262	1090.687	1063.039	1430.78
AU015228	0	0	0	0	0	0
AU015336	0	0	0	0	0	0
AU015791	0	0	0	0	0	0
AU015836	0	0	0	0	0	0
AU016765	0	0	0	0	0	0
AU017674	0	0	0	0	0	0
AU018091	0	0	0	0	0	0
AU019990	4	4	1	2	3	7
AU020206	5732	6577	6448	7163	5521	9619
AU021063	0	0	0	0.845	0	2.542
AU021092	3	8	7	3	1	10
AU022133	0	0	0	0	0	0
AU022252	93	105	113.001	108	100	128
AU022754	0	0	0	0	0	0
AU022793	214	277	252	294	333	374
AU023070	0	0	0	0	0	0
AU023762	0	0	0	0	0	0
AU040320	706	1030.999	925.999	986	1244.001	1520
AU040972	0	0	0	0	0	1
AU041133	16	19	13	15	14	14
Auh	214.999	320	312	314.002	348.001	415.999
Aunip	4	12	9	8	10	14
Aup1	900.563	1503.498	1360.118	1292.364	1352.807	1830.665
Aurka	64	82	66	88	88	118
Aurkaip1	436.001	578.999	597.001	716	541	726
Aurkb	53	118	77	91	166	163
Aurkc	0	0	0	1	0	0
Aurkc-ps	0	0	0	0	0	0
Auts2	3	6	4	4	2	2
AV039307	0	0	2	2.522	3.458	4
AV064505	0	0	0	0	0	0
AV099323	338.857	531.135	404.202	392.138	405.237	652.02
AV205837	0	0	0	0	0	0
AV356131	2	4	3	9	5	10
Aven	140	202	206	224	195	314
Avil	2	4	4	7	4	5
Avl9	384.999	529	457	582	508	741
Avp	0	0	0	0	0	0
Avpi1	76	185	123	125	136	178
Avpr1a	0	0	0	0	1	0
Avpr1b	0	0	0	0	0	0
Avpr2	4.232	2.099	8.619	15.092	9.016	13.783
AW011738	10	16	3	6	10	9
AW046200	6	9.425	8.768	7	11	16.986
AW047730	1	0	1	1	0	2
AW112010	243.002	398	361.999	401	376	490
AW146154	36.66	33.967	34.868	35.361	33.99	55.313
AW209491	47	103	89	79	69	123
AW495222	0	0	0	0	0	0
AW551984	2	1	0	0	0	0
AW554918	75	109	91	97	89	120.001
AW822073	0	0	0	0	0	0
AW822252	3	8	3	10.999	5	10
Awat1	13	14	10	12	45	54
Awat2	0	0	1	1	0	0
Axdnd1	14	13	5	10	11	11
Axin1	756	926.999	853	1006	910	1390
Axin2	3	9	4	4	0	7
Axl	19472.999	25890.001	22178.001	26689	26138.999	37082
AY074887	1.002	0	0	1.001	0	0
AY358078	0	0	0	0	0	0
AY512915	0	0	0	0	0	0
AY512931	0	0	0	0	0	0
AY702102	0	0	0	0	0	0
AY702103	0	0	0	0	0	0
AY761185	0	0	0	0	0	0
Aym1	0	0	0	0	0	0
Azgp1	0	0	0	0	0	0
Azi2	486	657.001	624.999	666.998	733	830.001
Azin1	1311.311	1773.799	1897.917	1660.028	1908.599	2244.801
Azin2	1	1	2	4	0	3
B020004C17Rik	0	0	0	0	0	0
B020010K11Rik	6.444	13.848	52.943	8.21	8.431	10.954
B020011L13Rik	0	0	0	0	0	0
B020014A21Rik	0	0	0	0	0	0
B020017C02Rik	0	0	0	0	0	0
B020018J22Rik	0	0	0	0	0	0
B020031H02Rik	0	0	0	0	0	0
B020031M17Rik	0	0	0	0	0	0
B130011K05Rik	0	0	1	0	0	0
B130021K23Rik	1	2	0	3	11	4
B130024G19Rik	2	0	0	1	0	3
B130034C11Rik	0	1	0	0	0	0
B130046B21Rik	51.089	45.38	59.606	72.512	82.845	61.948
B130055M24Rik	10.759	26.962	13.626	19.058	27.151	31.789
B230104I21Rik	0	0	0	0	0	0
B230110C06Rik	0	0	0	0	0	0
B230110G15Rik	0	0	0	0	0	0
B230112G18Rik	0	3	1	0	0	0
B230112I24Rik	0	0	0	0	0	0
B230112J18Rik	0	0	0	0	0	0
B230119M05Rik	0	0	0	0	0	0
B230206H07Rik	0.934	0	0	0.743	0	0
B230206I08Rik	0	0	0	0	0	0
B230206L02Rik	6	4	0	0	1	3
B230207O21Rik	1	0	1.962	0	0	0
B230208B08Rik	0	0	0	0	0	0
B230208H11Rik	0	1	0	1	1	1
B230209E15Rik	0	0	0	0	0	0
B230214G05Rik	0	0	0	0	0	0
B230216N24Rik	2	4	0	0	1	3
B230217C12Rik	4	3	1	9	9	17
B230217J21Rik	0	0	0	0	0	0
B230217O12Rik	1	2	4	7	0	5
B230219D22Rik	725	1012	892	929	954	1266
B230220B15Rik	0	0	0	0	0	0
B230303A05Rik	0	1	0	0	2	0
B230303O12Rik	7	10	8	18	8	19
B230307C23Rik	91.999	135.822	134.948	112	134.913	161.883
B230311B06Rik	0	0	0	0	0	0
B230312C02Rik	0	0	0	0	0	0
B230317F23Rik	2	0	2	0	0	0
B230319C09Rik	1	0	0	0	0	0
B230322F03Rik	0	0	0	2.25	0	4.712
B230323A14Rik	0	0	0	0	0	0
B230334C09Rik	0	2.296	1.008	2.07	1.003	1.022
B230354K17Rik	31	41.936	57	55.001	64.821	70
B230362B09Rik	0	0	0	0	0	0
B230364G03Rik	0	0	0	0	0	0
B230369F24Rik	8	11	7	3	5	14
B230377A18Rik	5.27	0	8.16	8.316	6.617	14.173
B230398E01Rik	10.045	17.173	6.556	3.07	9.841	10.745
B2m	7209	14149	11590	12642	14062	19645
B3galnt1	1	52	102	7	3	6
B3galnt2	172.033	271.035	239.008	257.209	270.021	349.028
B3galt1	0	0	0	1	0	0
B3galt2	3	1	0	1	0	0
B3galt4	95	127	131	137	101	170
B3galt5	2	2	2	2	0	0
B3galt6	95	110	131	104	111	131
B3galt9	0	0	0	0	0	0
B3gat1	0	0	0	0	0	0
B3gat2	37.227	57.132	55.608	76.159	54.214	64.989
B3gat3	361	491	429	463.001	461	615
B3glct	340	445	287	270	268	293
B3gnt2	534.625	848.998	811.88	748.733	1007.983	1314.047
B3gnt3	119	187	174	235	232	275
B3gnt4	6.174	6.685	2.868	5.12	6.169	7.053
B3gnt5	2	6	2	22	8	13
B3gnt6	0	3	0	0	0	0
B3gnt7	2456.024	3605.819	3614.464	4395.904	3417.425	6386.511
B3gnt8	128.502	177.202	152.989	151.019	170.364	214.807
B3gnt9	14.883	15.726	15.092	11.587	18.383	31.423
B3gntl1	87.979	136.303	142.108	123.115	119.82	211.474
B430010I23Rik	0	0	0	0	0	0
B430105G09Rik	6	3	3	5	3	3
B430119L08Rik	0	0	0	0	0	0
B430203G13Rik	4	3	1	5	0	3
B430212C06Rik	0	0	1.097	0	1.057	4.116
B430218F22Rik	7.169	8.295	0	0	12.168	0
B430219N15Rik	2	3.028	0	3.018	2.068	1.023
B430306N03Rik	17	25	31	11	18	18
B430319F04Rik	11	13.356	12	12	14	20.227
B430319G15Rik	0	0	0	0	0	0
B430319H21Rik	0	0	0	0	0	0
B4galnt1	3043.92	4111.113	3815.517	3352.029	3745.747	5106.809
B4galnt2	11	13	11	13	7	23
B4galnt3	0	0	0	0	0	0
B4galnt4	0	0	0	2	0	0
B4galt1	3859	5108	5155	6554	6645	8153
B4galt2	4	1	8	7	2	8.793
B4galt3	242.101	301.616	433.244	317.308	267.296	435.108
B4galt4	17	30	26	24	20	33
B4galt5	3000	3963	3026	4867	5695	6184
B4galt6	1	5	0	2	0	7
B4galt7	166	276	291.001	325.462	287	428
B4gat1	191	248.228	284	285	258.291	336
B530045E10Rik	0	0	0	0	1	0
B630019A10Rik	0	0	0	0	1.362	0
B630019K06Rik	0	0	0	2	0	1
B830012L14Rik	0	0	0	0	0	0
B830042I05Rik	0	0	0	0	0	0
B930018H19Rik	0	0	0	0	0	0
B930025P03Rik	0	0	0	0	0	0
B930036N10Rik	2.432	3.111	3.393	9.467	10.535	8.676
B930046K06Rik	4	2.241	1.06	3.021	4.014	7.094
B930059L03Rik	3	6	6	1.885	8.621	7
B930086L07Rik	0	0	0	0	0	0
B930092H01Rik	0	0	0	0	0	0
B930094E09Rik	9.637	5.974	11.056	3.29	8.821	11.485
B930095G15Rik	1	1	1	2	0	6
B9d1	2	5	4	4	0	6
B9d1os	0	0	0	0	0	0
B9d2	120	206	192.999	179	213	269
Baalc	0	0	0	1	0	0
Baat	1	0	0	0	1	0
Babam1	383	612	538	700.001	652.001	896
Babam2	369	562	549.001	576.917	649.946	772
Bace1	72.567	100.571	102.069	90.043	96.166	139.31
Bace2	3	3	6	3	4	5
Bach1	2056	2738	2223	3173	3630.001	4496
Bach2	35	30	31	44	35.963	48
Bach2it1	0	0	0	0	0	0
Bach2os	4	5	7	2	7.038	6
Bad	158.449	282.243	265.201	274.294	227.551	361.403
Bag1	829	1400	1141	1220	1375	1650
Bag2	9	21	12	16	20	23
Bag3	662	959	920	989	1045	1285
Bag4	184.109	257.055	233.739	269.67	183.915	340.16
Bag5	414	639	579	688	617	817
Bag6	2130	2924.998	2759.998	2961	3120.999	4153.001
Bahcc1	5	2	11	6	7	1
Bahd1	373	497	498	489	526	634
Baiap2	40.001	100.999	56	62	45.999	78
Baiap2l1	16	15	3	12	14	13
Baiap2l2	0	1	2	1	2	1
Baiap3	2	0	1	9	2	2
Bak1	582.653	746.587	807.659	816.999	1066.635	1410.753
Bambi	7	13	17	14	13	11
Bambi-ps1	0	1	0	0	0	0
Banf1	356.291	574.765	568.701	517.873	502.82	624.587
Banf2	0	0	0	0	0	0
Banf2os	0	0	0	0	0	0
Bank1	0	2	0	2	1	5
Banp	437.999	1015	444	1026	842.999	1218.001
Bap1	642.999	799.001	800.001	938.999	918.001	1199.999
Bard1	31	33	27	46	51	72
Barhl1	2	1	4	3	4	2
Barhl2	0	0	0	0	0	0
Barx1	0	0	0	0	0	0
Barx2	0	0	1	1	0	1
Basp1	571	648	470	451	512	742
Batf	234	374	348	312	286	475
Batf2	11	10	23	11	17	33
Batf3	11	39	34	30	29	36
Bax	797.999	1334	1025	1324.001	1132	1690.001
Baz1a	9735.955	12915.877	10271.846	13599.538	13271.898	19993.839
Baz1b	1565	2078.999	1907	2043	1906	2934.999
Baz2a	1921.822	2521	2186	2472.001	2293.999	3733.001
Baz2b	969.999	1370	1038.999	1492	1409.999	1991
BB014433	0	0	0	0	0	0
BB019430	0	0	0	0	0	0
BB031773	0	0	0	0	0	0
BB123696	0	1	0	0	0	0
BB187676	0	0	0	0	0	0
BB187690	0	0	0	0	0	0
BB218582	0	0	0	0	0	0
BB365896	0	0	0	0	0	0
BB557941	0	0	0	0	0	0
Bbc3	16	36	27	42	28	51
Bbip1	165	243	227	225	207	291.001
Bbln	150.267	209.371	209.429	255.172	192.9	285.121
Bbof1	2	4.962	0	0	0	3.943
Bbox1	0	0	0	0	0	0
Bbs1	22	22	17	14	24	26
Bbs10	35	33	23	60	73	55
Bbs12	2	9	3	5	2	1
Bbs2	43	69	70	79	71	94
Bbs4	41	61	67.881	50	56.249	74
Bbs5	33	26	31	34	36	39
Bbs7	43	46.001	44	52.999	61	77
Bbs9	155.001	217	258	226.001	189.999	320
Bbx	660.001	992.001	727.999	807	892	1131.999
BC001981	0	0	0	0	0	0
BC002059	53	58	44	82.809	76.042	118
BC002189	0	0	0	0	0	0
BC004004	472.047	668.009	634.138	687.201	725.05	824.157
BC005537	5535	6353	6149	6852	7949	8853
BC005624	588	890.001	912	823	915.999	1236.999
BC006965	0	0	0	0	0	0
BC016548	0	0	0	0	0	0
BC016579	30	32	25	30	21	44
BC018473	0	0	0	0	0	0
BC021767	0	0	0	0	0	0
BC022960	3	3	5	11	12	5
BC023105	1	0	0	1	0	0
BC023719	0	1.822	0	0	0	0
BC024063	20.916	27.782	25.714	25.28	36.405	51.237
BC024139	0	0	0	0	0	0
BC024386	0	0	0	2	1	0
BC025920	5	10	11	5	9	10
BC026513	2	0	2	4	2	6
BC026762	0	0	0	0	0	0
BC028471	0	0	0	0	0	0
BC028528	36	67	73	56	69	57
BC028777	1	0	0	1	4	7
BC030343	0	2	1	1	0	3
BC030500	0	0	0	0	0	0
BC031181	534.001	829	729	779.999	711.999	962
BC034090	8	8	3	7	5	7
BC035044	0	2	0	0	0	0
BC035947	0	0	0	0	0	0
BC037039	1.216	2.568	5.543	5.806	0	1.271
BC037156	0	0	0	0	0	0
BC037704	1	1	2	2	3	4
BC039966	0	0	0	0	0	0
BC042761	0	0	0	0	0	0
BC043934	5	1	3	6	4	1
BC046251	0	0	0	0	0	0
BC046401	0	1	3	2	1	2
BC048507	0	0	0	0	0	0
BC048559	1	0	0	0	0	0
BC048562	0	0	0	0	0	0
BC048602	0	0	0	0	0	0
BC048644	6	4.013	9	6	2	11
BC048671	0	0	0	0	0	0
BC048679	0	0	0	0	0	0
BC049715	18.399	12.075	7.152	13.3	13.167	14.099
BC049739	0	0	1	0	1	0
BC049762	3	1	1	0	3	4
BC049987	0	0	0	2	4	0
BC050972	0	0	0	0	0	0
BC051019	0	1	0	2	0	3
BC051076	0	0	0	0	0	0
BC051077	0	1	1	0	1	2
BC051226	33.001	44.001	43	40	43	38
BC051408	0	0	0	0	0	0
BC051537	0	0	1	1	0	0
BC051665	0	0	0	2	0	1
BC053393	0	0	0	0	0	0
BC055308	0	4	5	5	6	5
BC055402	0	0	0	0	0	0
BC060293	0	1	0	0	0	0
BC061195	0	0	0	0	0	0
BC061237	0	0	0	0	0	0
BC064078	0	0	0	0	0	0
BC065397	6	5	3.146	1.05	1	0
BC065403	0	0	0	0.854	0	0
BC080696	0	0	0	0	0	0
BC085271	1.033	0	11.9	0	0	0
Bc1	7	19	15	37	5	22
Bc1-ps1	0	0	0	0	0	0
BC106175	0	0	0	0	0	2
BC106179	0	2.003	2	3	4.638	0
BC107364	0	0	0	0	0	0
BC147527	0	0	0	0	3	0
Bcam	163.001	226	203	582.999	799	1054
Bcan	1	3	0	1	1	0
Bcap29	515.999	727	499	634	586.999	863
Bcap31	978	1463	1564	1412	1323	1709
Bcar1	26	46	24	40	29	33
Bcar3	3800.246	5716.441	4669.531	6129.144	4985.139	8331.836
Bcas1	26	42	34	45	50	71
Bcas1os1	0	0	0	0	0	0
Bcas1os2	0	0	0	0	0	0
Bcas2	342	547.999	468	513	476.001	723
Bcas3	374	481.001	450	490.991	550	724
Bcas3os1	0	0	1	0	0	0
Bcas3os2	0	0	0	0	0	2
Bcat1	0	0	2	2	3	1
Bcat2	287	508.998	475	489	489.001	669.999
Bccip	552.001	835	737	767	767.572	1002.944
Bcdin3d	56	55	57	78	77	95
Bche	0	0	0	2	0	0
Bckdha	580.497	882.799	737.011	941.981	831.635	1156.193
Bckdhb	382	482	461	644	532	724
Bckdk	251	403.999	364.999	378.999	416	538
Bcl10	587	886.001	645	745	875	1058
Bcl11a	0	4	16	2	1	1
Bcl11b	2	2	1	1	2	6
Bcl2	9	16	11	10	4	14
Bcl2a1a	839.756	1416.74	1164.137	1127.032	1087.485	1617.944
Bcl2a1b	1434.019	2492.191	1903.864	1845.444	1881.279	2930.308
Bcl2a1c	0	1	1	1.001	0	0
Bcl2a1d	921.352	1892.15	1317.411	1302.125	1243.343	2076.809
Bcl2l1	598	996	894	1038	1097	1270.999
Bcl2l10	0	1	0	0	0	0
Bcl2l11	939.001	1378.999	1150.001	1508	2224	2078
Bcl2l12	94.978	117	99.209	83.499	114.879	146.366
Bcl2l13	690.865	955.538	782	875.659	860.001	1270.852
Bcl2l14	0	0	0	3	0	1
Bcl2l15	0	0	0	2	0	0
Bcl2l2	285.506	360.389	440	382.524	428.968	437.37
Bcl3	194.001	297	240	129	192	232
Bcl6	432	759	563	493	362	656
Bcl6b	12	15	10	10	8	13
Bcl7a	6	4	10	13	9	7
Bcl7b	413	642	515	489.999	552	710
Bcl7c	104	130.885	127	122	114	190.001
Bcl9	49	65	105	54	65	101
Bcl9l	289.063	257.295	324.266	408.673	388.872	482.402
Bclaf1	1355.001	1847	1722.001	1949.001	1683	2670.001
Bclaf3	204.999	241.001	215.999	264.001	223	322
Bco1	0	0	0	0	1	0
Bco2	37	36	37	32.088	43	49
Bcor	899.999	1154	1000.999	921	1172.001	1458
Bcorl1	65	65	78	79	70	111
Bcr	26	34	49	20	22	39
Bcs1l	90	109	88.999	105	96	150
Bdh1	89.001	153.001	231.001	223.964	285.99	252.98
Bdh2	0	0	0	1	0	0
Bdkrb1	0	1	1	8	5	0
Bdkrb2	0	5	1	1	2	1
Bdnf	0	1	2	0	1	0
Bdp1	644	830	577	784	829.999	1071
BE692007	20.003	18.942	30.948	33.756	48.315	41.538
Bean1	0	1	0	0	0	2
Becn1	1391.14	1949.969	1845.003	2127.83	2076.796	2658.619
Becn2	0	0	1	0	0	0
Begain	0	0	0	0	0	0
Bend2	0	0	0	0	0	0
Bend3	262	359	275	344	439	462
Bend4	9	14	21	32	30	14
Bend5	0	0	2	0	0	0
Bend6	162	241	216	216	246	329
Bend7	3	4	2	4	3	7
Best1	242	312	318	389	530	759
Best2	0	0	0	0	0	1
Best3	1	0	0	0	0	0
Best4-ps	0	0	0	0	0	0
Bet1	183	238	231	249.999	264	342
Bet1l	265.999	364	381.33	390.718	372.001	519
Bex1	0	0	1	2	3	0
Bex2	4	3	6	16	5	12.132
Bex3	37.001	43.001	36	68	68	83.869
Bex4	1	6	2	3	0	7
Bex6	0	0	0	1	0	0
Bfar	463.757	711.615	646.317	780.206	759.644	1081.308
Bfsp1	123	171	192	141	182	256
Bfsp2	0	0	0	1	0	0
Bglap	0	0	0	0	0	0
Bglap2	0	0	0	0	0	0
Bglap3	0	0	0	0	0	0
Bgn	94	195	198	92	158	165.001
Bhlha15	0	1	0	5	1	2
Bhlha9	1	2	2	0	0	2
Bhlhb9	57	113	96.001	77	87	141
Bhlhe22	0	0	0	0	1	0
Bhlhe23	0	0	0	0	0	0
Bhlhe40	6637	9075	7970.001	14209	14837.999	15903
Bhlhe41	3242.278	4239.204	3859.046	4168.661	4388.206	5601.277
Bhmt	0	0	0	0	0	0
