gene	T78_TMZ	T78	T86_TMZ	T86	T111_TMZ	T111
DPP6	5.205588008	5.55848194	6.777380261	6.776564629	6.820217264	7.339101745
DPP7	4.362399751	2.722247418	3.655809754	4.640042438	4.281253134	4.650017748
DPP8	7.262733813	7.103445185	6.076665976	6.188519614	6.304346758	6.379776894
DPP9	4.64927055	4.531693361	4.445792905	4.83673208	5.01252398	5.132494589
DPPA2	0	-1.905088353	-1.621488377	0	-0.734563104	0
DPPA2P3	-4.60823228	-1.321928095	0.079975377	0	-1.60823228	0
DPPA3	-1.142417045	-0.584241333	-0.161653263	-0.836501268	-0.024736678	0
DPPA4	0	-0.736965594	-0.450084446	0	-0.873027144	0
DPPA5	0	-3.899695094	-2.61705613	0	-3.19759996	0
DPRX	0	-3.899695094	-0.161653263	0	-1.60823228	0
DPRXP4	-3.023269779	-2.321928095	-3.625934282	0	0	0
DPT	0	-1.321928095	-0.450084446	0	-0.386468347	-4.083141235
DPY19L1	8.113221243	8.005051848	7.791742455	7.837318864	8.795250698	9.024987254
DPY19L1P1	4.569065706	4.40578819	4.199907868	4.022279029	4.371558863	4.540213299
DPY19L2	3.462706751	3.19093086	3.887525271	4.087123344	0.892973815	0.385154897
DPY19L2P1	-0.902389203	0.899948986	2.402176425	2.533563348	-0.024736678	-2.490050854
DPY19L2P2	3.390942773	3.670387157	4.121181218	3.945701333	4.470862199	3.487743583
DPY19L2P3	-0.516635639	-0.205896101	0.186500558	0.164786278	0.053806444	-0.267079618
DPY19L2P4	1.483880254	0.736388401	2.052068047	1.623866862	1.638305577	1.597888675
DPY19L3	6.191838972	6.038348381	6.727321476	6.788803147	7.685470664	7.548444331
DPY19L4	7.318461465	6.808011714	7.455179244	7.629873857	7.660758946	7.599228515
DPY30/MEMO1	6.330307412	6.280269683	5.975882352	6.057103637	6.137544509	5.965761201
DPYD	-1.795859283	0.340277405	5.881542269	5.726558779	5.543588678	5.658497137
DPYD-AS1	0	-1.905088353	-0.813499442	-1.836501268	-2.60823228	-3.070966521
DPYS	-4.60823228	-2.910501849	-0.813499442	-2.418889825	-0.734563104	-2.490050854
DPYSL2	9.245826008	9.808766334	9.14312297	9.265188386	9.445068661	9.711030223
DPYSL3	9.856945241	10.14912724	7.891455643	7.89562375	8.43349364	8.641867507
DPYSL4	5.09706294	5.309649149	3.262282806	3.827310944	2.034215715	2.639695233
DPYSL5	5.294473715	6.028082868	6.204668951	6.745506266	6.877633835	7.139182958
DQX1	2.19093086	2.552377071	0.627606838	-1.098505545	0.448900951	-2.077041036
DR1	6.494655613	5.875902903	6.640620928	6.748018374	6.884317071	6.677014857
DRAM1	6.556490727	4.957078819	4.328046556	4.265811924	2.281253134	2.808179084
DRAM2	5.473429765	5.476608509	5.174126737	5.099000575	4.560409266	4.60496087
DRAP1	4.998376054	5.017743787	3.903231131	4.44354035	5.363906958	5.512321714
DRAXIN	3.749748779	1.552377071	4.154453593	4.38024459	2.560470409	2.449165157
DRD1	2.644548517	1.793271654	0.186500558	-3.426625474	-0.873027144	0
DRD2	1.806117796	-1.586405918	0.90303827	1.827412574	2.650994269	2.154453593
DRD3	-0.795859283	-1.905088353	-1.621488377	0	-1.194294815	0
DRD4	0	0	0	0	-3.19759996	0
DRD5	-4.60823228	-2.910501849	-0.161653263	0	-0.194294815	0
DRG1	6.878418822	7.069476621	5.953358373	6.02850285	6.357217683	6.429297934
DRG2	4.058403089	3.867698821	3.637146506	4.20867332	3.93479954	4.360083296
DRGX	0	-2.321928095	-1.621488377	0	-3.19759996	0
DROSHA	6.628438249	7.151584877	5.801779482	5.77902328	5.858080488	5.747253114
DRP2	-2.279283757	-0.448114897	1.664937877	1.038436182	2.360083296	1.351628329
DSC1	-4.60823228	-1.098505545	0.079975377	-2.418889825	-0.10780329	-4.083141235
DSC2	-3.60823228	-0.100051014	0.466757616	-1.836501268	-0.194294815	0
DSC3	-1.142417045	0.41467678	1.333996118	-1.418889825	0.935082523	-2.490050854
DSCAM	6.993266763	7.884072809	1.934327778	0.038436182	4.502457908	4.636276592
DSCAM-AS1	0	-2.910501849	-1.621488377	-3.426625474	-1.388355457	0
DSCAM-IT1	0	-2.910501849	-1.621488377	0	-3.19759996	0
DSCAML1	-1.434402824	-0.584241333	0.466757616	-3.426625474	0.328836464	-2.077041036
DSCC1	4.371001192	4.743945752	4.351274961	4.49818703	4.638363506	4.182851176
DSCR10	0	-2.910501849	-3.625934282	0	-3.19759996	0
DSCR3	6.842664622	7.14683848	5.903255237	5.9347052	5.787066729	5.884036167
DSCR4	0	-2.910501849	-0.450084446	0	-0.610433188	0
DSCR6	-1.795859283	-1.321928095	-0.813499442	-2.418889825	-1.194294815	0
DSCR8	-3.023269779	-0.907792562	-1.035046947	0	-0.873027144	0
DSCR9	-0.603840511	0	0.079975377	-1.836501268	-0.288064643	-3.070966521
DSE	3.63028897	1.51903861	3.529446172	3.149259365	1.995303605	2.211012193
DSEL	8.163765389	8.141397026	7.512203179	7.788796623	8.143403623	7.944372391
DSG1	0	-0.100051014	1.46727948	-2.418889825	0.390667686	0
DSG2	-1.142417045	0.180147861	3.037909298	2.687956494	-0.024736678	-2.490050854
DSG3	-0.144010303	0.950841638	1.903423966	0.038436182	1.586884813	0.094911647
DSG4	0	-1.905088353	0.701327257	0	-0.610433188	0
DSN1	4.449165157	5.463589763	5.030733339	5.11848432	5.71688118	5.360118421
DSP	-3.023269779	-0.736965594	1.46727948	-3.426625474	1.586884813	0
DSPP	-3.60823228	-0.907792562	1.286881148	-3.426625474	0.390667686	-3.070966521
DST	10.1943789	10.16085088	9.563493744	9.685416348	10.01144812	10.25141377
DSTN	7.505795678	6.874268274	8.360201841	8.409068415	7.803033252	7.601874763
DSTNP2	2.350780101	2.28273632	1.806117796	1.749319725	2.560470409	2.229280279
DSTYK	6.968839561	6.866054865	5.8493488	5.800925778	5.907467558	5.713365893
DTD1	5.547634905	6.131836387	6.441749047	6.418544168	5.225467749	5.493423176
DTD2	5.091826752	5.078737909	5.3425903	5.434227887	4.879656761	4.942279902
DTHD1	-1.603840511	-1.321928095	1.237563718	-0.251538767	1.015069322	-3.070966521
DTL	6.228722508	7.061581809	5.791214994	5.912506163	7.052241981	6.55210036
DTNA	7.642766544	7.652766115	6.961843235	6.93799167	7.355289423	7.468510007
DTNB	3.478713002	3.72955277	2.949534933	3.087123344	3.034391815	3.023432795
DTNBP1	3.09017595	3.18030702	2.402176425	2.864730922	1.849999259	1.706641057
DTWD1	4.949301468	4.666586185	4.508999026	4.744268755	4.721372659	4.687004682
DTWD2	3.468061924	3.252778952	2.871646546	2.788894479	3.573738063	3.163820726
DTX1	3.385292974	3.423847055	3.262282806	3.149259365	2.816804475	2.611880567
DTX2	1.151209393	1.378511623	1.333996118	1.623866862	2.145351386	2.095249317
DTX2P1-UPK3BP1-PMS2P11	-4.60823228	0.180147861	-1.621488377	-0.420819852	-0.49410907	-1.074000581
DTX3	4.987184413	5.109736648	4.69259458	5.237563718	5.140901329	5.226970858
DTX3L	7.086613947	7.200780929	4.665108479	4.718909554	6.741399569	6.628511157
DTX4	3.762986565	3.608572716	3.754780632	3.910252963	1.995303605	1.510455622
DTYMK	3.79753184	4.052937507	4.594011022	5.152994605	5.57367748	5.411290648
DUOX1	-0.516635639	1.046840254	1.964583463	1.708407983	2.892973815	2.510455622
DUOX2	0	-1.321928095	1.333996118	-3.426625474	0.805705185	-2.490050854
DUOXA1	0	-3.899695094	0.379620962	0	-0.194294815	-4.083141235
DUOXA2	-4.60823228	0	-3.625934282	0	-4.184424571	0
DUPD1	0	0	0	0	0	0
DUS1L	3.546338877	3.476640909	3.445726703	4.04692754	3.844385653	4.012926174
DUS2L	4.051285085	4.216998005	3.333853043	3.223268078	3.675815931	3.88547675
DUS3L	2.566571641	2.432692217	2.529571108	3.307282791	3.88234959	4.215523293
DUS4L	4.435561925	4.262808967	4.121181218	4.13389227	4.344686492	4.159064009
DUSP1	4.396639029	3.292634528	3.052068047	3.347523931	3.860764203	4.120268986
DUSP10	4.843682414	3.76532257	4.396502034	4.424854922	4.104672131	3.820281097
DUSP11	5.022323422	4.326537348	4.087038457	3.92808602	4.260853688	4.085339669
DUSP12	5.067251491	5.29259772	5.440387497	5.573707772	5.090895762	5.092883966
DUSP13	0	0	-1.035046947	-3.426625474	-2.19759996	0
DUSP14	6.223963073	4.527570837	3.250052025	3.386673015	4.416501993	4.677000757
DUSP15	3.033158667	1.51903861	1.508935662	1.749319725	1.264836648	0.970117398
DUSP16	6.768938564	6.613531653	7.040585628	6.92585704	6.6727789	6.760739904
DUSP18	3.131260215	3.201477038	2.212569339	2.412239566	2.344544474	2.510455622
DUSP19	4.164786278	3.510708793	4.087038457	3.988775562	3.449297242	2.795766948
DUSP2	-0.210896782	-0.907792562	-1.2968993	-0.420819852	-1.873027144	-3.070966521
DUSP21	0	0	0	0	-2.19759996	0
DUSP22/LOC100653247	2.339137385	2.48516918	3.052068047	3.223268078	3.375317514	3.300563057
DUSP23	-1.017417053	-2.321928095	-0.450084446	-0.612637459	-0.024736678	-0.490050854
DUSP26	-1.282789701	-0.907792562	1.46727948	2.005759269	2.50589093	1.808179084
DUSP27	-4.60823228	-1.321928095	-0.619270551	0	0.197865391	-4.083141235
DUSP28	1.566571641	1.616357697	1.023610215	1.102993993	1.9347052	2.012926174
DUSP3	7.425560011	6.836062983	6.602498451	6.71633248	6.167438218	6.234961095
DUSP4	7.895466224	7.453756253	9.122434597	9.037236693	7.779555217	7.652120755
DUSP5	4.975951116	4.761817143	4.456543339	4.424854922	5.657239836	5.812703577
DUSP5P1	-2.279283757	0.093560176	0.379620962	0.038436182	-0.288064643	-0.751465164
DUSP6	9.107638182	8.838375103	9.434478113	9.212112102	8.134739469	7.982115145
DUSP7	2.242145161	2.468061924	1.589284107	1.533563348	2.420078116	1.925619712
DUSP8	1.040541794	0.093560176	0.839153387	1.279768422	1.477677328	0.732920382
DUSP9	-3.60823228	-2.321928095	-3.625934282	-3.426625474	-0.610433188	-2.077041036
DUT	6.511657789	6.879178871	5.824716946	6.009795033	6.867550571	6.741655738
DUX2/DUX4/4L/4L2/4L3/4L4/4L5/4L6/4L7/LOC100288355/LOC100288398/LOC100288433/LOC100288494/LOC100288593/LOC100288657	0	0	0	0	0	0
DUXA	-1.795859283	-0.100051014	0.627606838	-1.836501268	0.265436896	-2.490050854
DVL1	1.396707521	1.485426827	3.212569339	4.063157759	3.939884763	4.187609409
DVL2	5.328836464	5.643654198	5.151209393	5.645442282	5.599912842	5.772545519
DVL3	5.672736478	6.013261251	5.345502828	5.650793275	5.01252398	5.180505944
DYDC1	-4.60823228	-1.905088353	-2.61705613	0	-4.184424571	0
DYDC2	-3.023269779	-2.910501849	-0.450084446	-2.418889825	-2.60823228	-4.083141235
DYM	5.315493775	5.791605725	4.84323015	4.76918989	5.171807292	4.991544521
DYNAP	0	-1.098505545	0.627606838	-2.418889825	-1.023269779	0
DYNC1H1	10.69385542	10.87401616	9.817065192	10.07757014	9.97597547	10.34352553
DYNC1I1	-1.795859283	0.093560176	2.569491092	2.038787331	0.50589093	-3.070966521
DYNC1I2	8.130266806	7.919065916	7.842205752	7.784523613	7.850236854	7.941241322
DYNC1LI1	5.914277487	5.875902903	6.114408673	5.945654519	5.979179366	6.031373139
DYNC1LI2	8.848472717	8.619413011	8.164338785	8.211883429	8.831680934	8.786367656
DYNC2H1	6.527179835	5.975561406	6.465843898	6.322487031	6.153116244	6.115303806
DYNC2LI1	5.153156788	4.884060595	4.402039955	4.515952091	4.409119344	4.168642036
DYNLL1	7.95575451	7.901874532	7.565818011	7.80153377	7.976678675	7.951308031
DYNLL2	7.653712122	7.982417522	6.9999211	7.349179479	7.058164944	6.867995275
DYNLRB1	5.200731895	5.800278696	6.195091639	6.342554745	6.13417986	6.283032775
DYNLRB2	-3.60823228	-2.321928095	-2.61705613	0	-1.60823228	-3.070966521
DYNLT1	6.445097638	6.493791417	6.596443231	6.596145021	6.640765514	6.518865561
DYNLT3	5.739794109	5.222186307	5.316326792	5.286696365	6.088586857	6.127592012
DYRK1A	8.029160209	8.072336296	7.488225773	7.538623518	7.243250163	7.261427386
DYRK1B	3.171366976	2.900335509	1.771885579	2.038787331	1.759581973	1.947853143
DYRK2	4.918195389	5.265324369	5.672029254	5.867056294	5.313282136	5.563920775
DYRK3	5.884451397	4.401220862	3.627606838	3.20867332	3.100136671	2.936779257
DYRK4	3.931872127	4.029541229	3.692538788	3.656153103	4.171847314	4.182851176
DYSF	-1.603840511	-0.907792562	1.333996118	-2.418889825	1.162854528	-2.490050854
DYTN	0	-1.586405918	0.549915554	-3.426625474	-0.734563104	0
DZANK1	2.254594043	2.632035504	3.298511693	2.788894479	1.9347052	2.054848477
DZIP1	5.941575862	5.782906502	5.928536141	5.903520374	5.691199135	5.423342857
DZIP1L	2.29130886	2.950841638	2.379620962	2.334282225	3.189192006	3.192194165
DZIP3	7.435878577	6.836062983	5.055672887	5.20139862	6.390461336	5.921245889
DAAM1	6.700398101	6.811445341	5.930453501	6.071204907	5.818134761	5.808127587
DAAM2	-0.281035664	0.41467678	2.286585483	1.827412574	1.053111336	-0.751465164
E2F1	4.051285085	5.328944145	5.124534929	5.729090468	5.470829669	5.247395896
E2F2	1.872237774	3.861062085	3.754780632	3.919149363	5.244278199	4.761551232
E2F3	5.657525683	5.89219671	5.23147081	5.337568385	6.140901329	5.788111441
E2F4	4.591380221	4.81059734	4.339707507	4.793687837	4.736226023	4.991544521
E2F5	4.902411294	5.224773478	4.622871799	4.57367748	3.788476912	4.007644031
E2F6	5.682011391	5.879191126	6.010891706	5.98661572	5.71688118	5.592576634
E2F7	8.199942212	6.620395798	6.114408673	6.186678823	6.487614972	6.257519848
E2F8	2.904387754	4.169764693	3.023610215	3.087123344	4.753871915	4.178156893
E4F1	1.839556544	1.222186307	2.333996118	2.93696766	3.072277335	3.291750885
EAF1	7.497604383	6.898655799	5.981464534	5.990864122	5.834787049	5.833876784
EAF2	3.520799374	2.262733813	0.186500558	0.486456956	-0.024736678	0.509949146
EAPP	4.688963611	4.364362316	4.660495132	4.76918989	5.00027048	5.015604611
EARS2	5.620615733	5.99528099	5.388120639	5.437327627	5.423880662	5.543867027
EBAG9	4.441018619	4.257840382	3.569491092	3.718854771	4.02467428	3.996931011
EBF1	-3.023269779	-0.584241333	2.333996118	1.666756592	0.390667686	-3.070966521
EBF2	-4.60823228	-0.907792562	0.627606838	-2.418889825	0.805705185	-3.070966521
EBF3	-3.023269779	-0.736965594	1.806117796	1.164142649	-0.734563104	0
EBF4	2.203827598	2.45048546	3.692538788	4.030512652	3.072277335	3.182851176
EBI3	-2.017417053	-3.899695094	-3.625934282	0	-3.19759996	0
EBLN1	0	-3.899695094	0	0	-4.184424571	0
EBLN2	1.069014678	1.552377071	1.237563718	0.749319725	1.264836648	1.510455622
EBNA1BP2	6.213600023	6.206662758	5.608513578	5.562334021	5.652572538	5.683696454
EBP	3.63028897	4.556429415	4.374065718	4.783928046	5.407284762	5.458808502
EBPL	4.138077209	4.331346934	4.665108479	4.932486431	4.223345316	4.260853688
ECD	5.961715924	5.770644073	3.941951393	3.954382453	4.321206567	3.850299373
ECE1	5.740900584	4.754673754	5.42683501	5.98661572	7.00271377	7.310258312
ECE2	0.097610797	0.263034406	1.839153387	0.579180148	1.328836464	0.094911647
ECEL1	-4.60823228	-1.905088353	-3.625934282	0	-1.194294815	0
ECEL1P2	0	-3.899695094	-1.2968993	0	-3.19759996	0
ECH1	4.812344193	4.993764924	4.968413363	5.437327627	4.924432484	5.01028752
ECHDC1	6.514911265	6.078759254	5.905230542	6.007711298	6.239092483	6.15548615
ECHDC2	0.350497247	0.263034406	-1.035046947	0	-1.023269779	-2.490050854
ECHDC3	-4.60823228	0	-2.61705613	0	0	0
ECHS1	5.460021691	5.562547724	4.461855931	4.901253085	4.416501993	4.56571902
ECI1	3.484138131	3.527570837	4.141269285	4.822526219	4.348515717	4.710117632
ECI2	6.090980423	6.28273632	5.92659251	6.04694936	6.30833903	6.137360067
ECM1	5.342056884	3.115199749	3.023610215	3.087123344	2.945045797	2.597888675
ECM2	2.904387754	2.502330602	0.549915554	-1.098505545	2.07244885	1.480265122
ECRP	0	-2.910501849	-1.035046947	0	-2.60823228	0
ECSCR	-4.60823228	-2.321928095	0.186500558	-1.836501268	1.663572335	0.970117398
ECSIT	2.718526026	2.987684678	3.368349306	4.030512652	4.131918679	4.460742564
ECT2	6.575282073	7.424947275	7.320015256	7.381049712	8.182170855	7.740455397
ECT2L	0.44148348	0.793271654	1.806117796	0.749319725	1.560225822	0.569491092
EDA	-2.59946207	-1.321928095	0.549915554	-1.418889825	0.053806444	-4.083141235
EDA2R	7.138507323	5.172407506	5.920793488	5.731617723	0.50589093	-0.614845103
EDAR	-0.795859283	-1.905088353	0.466757616	-1.418889825	-1.023269779	-2.077041036
EDARADD	-2.279283757	0.263034406	1.237563718	-0.251538767	0.935082523	1.448900951
EDC3	5.749775591	5.92421868	4.851399255	5.286696365	4.975446766	5.077755714
EDC4	5.088353643	5.309649149	4.655809754	5.091107404	5.152021127	5.458808502
EDDM3A	0	-1.905088353	-2.035046947	0	-1.60823228	0
EDDM3B	0	-3.899695094	-0.619270551	-3.426625474	-2.19759996	0
EDEM1	7.590452317	6.878369773	5.741655738	5.700883556	5.759688488	5.848798181
EDEM2	4.658725619	4.588744613	4.396502034	4.510075782	3.93479954	4.178156893
EDEM3	8.377826527	7.596241946	6.021746211	5.999301025	7.240648248	7.26977189
EDF1	5.948320504	5.487389875	6.05742861	6.771634722	6.447546137	6.661036968
EDIL3	-3.60823228	-1.905088353	0.839153387	-2.418889825	-1.023269779	0
EDN1	0	-2.910501849	-0.619270551	-0.251538767	-0.49410907	-1.074000581
EDN2	-2.279283757	-3.899695094	-2.61705613	0	-1.60823228	-1.074000581
EDN3	-3.023269779	0	0.549915554	-3.426625474	-1.873027144	0
EDNRA	-4.60823228	-0.907792562	0.549915554	-3.426625474	0.126972856	0
EDNRB	8.567012978	8.495391372	6.776314585	7.467328396	5.518031493	5.407284762
EEA1	7.96765857	6.905892386	6.754740554	6.81654851	7.621282665	7.793141573
EED	6.046774787	5.807148808	5.131260215	5.10680893	5.390461336	5.362189318
EEF1A1	12.70912733	13.0776868	13.10062933	12.90478964	13.3107711	13.3941391
EEF1A2	1.440952198	2.340847077	3.508935662	4.095080492	3.913990393	4.075190314
EEF1B2/SNORA41	7.989070868	8.303584419	7.645903364	7.843789178	8.156163996	7.933903061
EEF1D	6.366724364	6.672227311	6.800718743	7.151097744	7.062305233	7.283579203
EEF1DP3	0	-3.899695094	-2.61705613	0	0	0
EEF1E1	3.061948965	2.616357697	4.030777472	4.437294331	4.269033146	3.873813198
EEF1G/MIR3654	9.353991459	9.839740761	9.881043584	9.983154657	10.14958963	10.17991406
EEF2	9.506936298	9.527410539	9.864526655	10.25143744	10.57047716	10.85292895
EEF2K	6.422451676	7.100641316	6.087059679	6.241115604	6.661151013	6.620703698
EEFSEC	2.615887074	2.707524791	1.871449416	2.687956494	2.827819025	2.783456654
EEPD1	3.407896549	3.441616269	2.754673754	3.038787331	3.240161655	3.456806149
EFCAB1	0	-1.321928095	-0.035046947	0	-0.734563104	0
EFCAB10	1.440952198	0.41467678	0.549915554	0.386259141	0.265436896	-1.074000581
EFCAB11	2.430017587	2.535804138	2.737254104	2.901301362	3.838951767	3.673669483
EFCAB12	-2.279283757	-0.321928095	0	-3.426625474	-1.388355457	-4.083141235
EFCAB13	3.872336288	3.72955277	2.286585483	1.666756592	1.782827892	0.509949146
EFCAB14	7.832029202	8.045290061	7.224406923	7.223200491	7.239082933	7.080924094
EFCAB14-AS1	-2.279283757	-0.736965594	0.379620962	-0.836501268	-1.60823228	-4.083141235
EFCAB2	4.251491879	4.252778952	3.839153387	3.901301362	4.394239735	4.075190314
EFCAB3	1.462575888	2.584722032	1.237563718	1.864730922	2.127303106	3.368349306
EFCAB4A	-2.279283757	0	-0.619270551	-0.098505545	0.612588407	0.012926174
EFCAB4B	-1.282789701	-0.100051014	0.286881148	0	0.612588407	-3.070966521
EFCAB5	-0.144010303	0.616357697	1.589284107	-1.098505545	1.533563348	-0.614845103
EFCAB6	-0.902389203	-0.321928095	2.549669171	1.279768422	1.995303605	1.417379976
EFCAB6-AS1	0	0	-0.161653263	-3.426625474	-1.873027144	0
EFCAB7	3.018634174	2.793271654	3.763411574	3.612824276	4.474371143	4.023521508
EFCAB9	-2.59946207	-0.736965594	-1.2968993	-2.418889825	-2.60823228	-3.070966521
EFCC1	1.839556544	2.158983251	-2.61705613	0	-0.873027144	-4.083141235
EFEMP1	3.98531826	3.19093086	0.286881148	0.164786278	4.293370484	5.012926174
EFEMP2	2.709511214	3.011853406	3.052068047	3.656153103	5.348551126	5.437227739
EFHA1	5.289908221	4.396707521	5.861508794	5.832003877	4.712375673	4.792751258
EFHA2	4.593831801	3.092883966	3.903231131	3.910252963	3.171847314	3.368349306
EFHB	1.771463058	1.793271654	0.772307975	-2.418889825	-0.194294815	-1.074000581
EFHC1	5.246788094	5.392111309	5.174126737	5.156760642	5.367755454	5.187569822
EFHC2	2.327399946	2.552377071	0.466757616	-1.836501268	1.297484916	1.247319935
EFHD1	2.177917792	2.616357697	2.079975377	1.827412574	0.126972856	0.094911647
EFHD2	2.026091814	2.432692217	3.093898163	3.461921397	3.65729701	3.343265678
EFNA1	2.888499736	3.058662839	3.830965137	4.194087052	3.593353771	4.554834396
EFNA2	-0.01887801	0.263034406	1.664937877	2.556552036	1.892973815	2.192194165
EFNA3	1.124328135	2.834306703	1.771885579	2.279768422	1.736388401	2.265436896
EFNA4	2.040541794	2.378234155	1.379620962	1.437227739	0.892973815	1.317882883
EFNA5	2.327399946	3.011853406	2.445726703	1.901108243	0.805705185	0.012926174
EFNB1	4.446454752	1.45048546	3.719512035	4.279768422	4.519730595	4.63284983
EFNB2	6.775998678	6.366706882	7.200682859	7.233983899	4.043869408	3.850299373
EFNB3	5.399444565	5.754700474	3.286585483	3.223268078	2.882251757	3.125155131
EFR3A	6.806543178	6.295043387	5.871547984	5.869353245	6.312302131	6.257519848
EFR3B	6.186956082	6.492718454	5.618121168	5.94129415	6.472617738	7.012278139
EFS	1.888304895	2.950841638	1.994579724	2.251870549	4.530008297	4.52537986
EFTUD1	6.522024353	6.443855256	5.660466609	5.418561033	5.264949214	5.510423972
EFTUD1P1	2.177917792	2.201320198	1.379620962	1.102993993	1.015069322	0.247319935
EFTUD2	8.172022397	8.909896083	7.855435379	7.94183405	7.287306059	7.688271294
EGF	3.771674334	4.222186307	3.390942773	3.194087052	4.344686492	3.947853143
EGFEM1P	-0.516635639	0	4.030777472	4.022279029	3.540151292	2.925429821
EGFL6	-4.60823228	-1.586405918	0.079975377	-3.426625474	0.328836464	0
EGFL7	0.151858817	0.093560176	-0.619270551	0.038436182	-0.734563104	-0.168122759
EGFL8/PPT2/PPT2-EGFL8	2.97397856	3.340847077	3.692538788	3.623749831	3.171847314	3.291750885
EGFLAM	-2.017417053	0.180147861	1.134878054	-3.426625474	0.892973815	0
EGFLAM-AS4	0	-1.905088353	-0.298672743	0	-1.023269779	0
EGFR	6.516850382	7.737220298	4.256255873	4.118525849	5.10701825	4.945045797
EGFR-AS1	-2.279283757	0.616357697	0.549915554	-3.426625474	-0.10780329	-2.077041036
EGLN1	6.721919446	7.135257812	6.095671293	6.357428842	6.538522644	6.811175577
EGLN2/RAB4B-EGLN2/RAB4B	-0.603840511	-0.736965594	-0.619270551	0.486456956	0.805705185	0.625738062
EGLN3	4.347878218	4.560531549	2.286585483	3.486199493	4.771304581	5.839858837
EGOT	-2.59946207	-1.586405918	0.079975377	0	-0.873027144	-1.751465164
EGR1	6.626643553	6.685365534	6.139592279	6.312356593	4.371558863	4.947853143
EGR2	4.248383029	2.262733813	1.737254104	1.333996118	2.390392546	2.808179084
EGR3	3.615769394	2.180466161	2.665165342	2.462052319	0.892973815	-0.373327247
EGR4	0	-3.899695094	-2.61705613	0	-1.873027144	0
EHBP1	6.203161995	6.484154247	5.456510485	5.587785016	6.777051433	6.894866256
EHBP1L1	2.462575888	2.76532257	0.964953053	0.164786278	1.782827892	1.783247097
EHD1	4.058403089	4.164384043	3.161081482	3.769136983	3.742114032	3.820281097
EHD2	2.011495639	2.662661255	2.754673754	2.808179084	4.375387027	4.700273244
EHD3	3.413458688	3.600745498	2.918767849	3.071247819	1.849999259	1.925619712
EHD4	2.566571641	2.887330299	2.589044357	3.179192539	3.638421433	4.322072357
EHF	1.888304895	1.616357697	1.664937877	-2.418889825	0.390667686	0
EHHADH	4.093560176	3.72955277	2.356988892	1.971589536	4.131918679	3.472357793
EHHADH-AS1	0	-3.899695094	0.079975377	0	-1.388355457	0
EHMT1	5.325890061	5.366706882	5.359837393	5.573707772	5.412849256	5.551177606
EHMT2	5.02595898	5.4548668	5.259272487	5.769163437	5.789911793	5.905615652
EI24	8.425904036	7.850718177	7.12790149	7.148252852	7.09379255	7.139182958
EID1	8.632929784	8.002803766	8.242340503	8.385085854	8.301107461	8.494855584
EID2	5.03865566	4.584782153	5.048584958	5.194047642	4.759688488	4.905591585
EID2B	3.749748779	2.900335509	2.754673754	2.486199493	2.805498835	2.611880567
EID3	1.303342394	1.41467678	0.186500558	-0.251538767	1.613060107	1.351628329
EIF1	7.805208606	8.265652549	7.292588518	7.61414296	8.145906679	8.493907473
EIF1AD	4.454636534	5.002792517	3.701659944	3.827310944	4.833396134	4.96988724
EIF1AX	7.124534929	6.865225996	7.349090995	7.555908161	8.332000732	8.373073942
EIF1AY	6.163981697	5.905086099	6.53072625	6.46960926	-3.19759996	-4.083141235
EIF1B	5.439656379	4.786387261	5.117778145	5.179272174	5.074633876	4.808127587
EIF1B-AS1	0.566571641	0.793271654	0.839153387	-0.420819852	-0.194294815	-0.074000581
EIF2A	5.955033761	6.370199162	6.709497429	6.687872536	6.435761924	6.558466634
EIF2AK1	7.522675681	8.304497352	7.019045793	7.019179265	7.631649993	7.530952487
EIF2AK2	6.801223338	7.200133541	6.570766497	6.60032923	6.880318194	6.612853757
EIF2AK3	7.183297928	6.91069669	5.855441608	5.867056294	6.237009141	6.277519887
EIF2AK4	6.278486629	6.022168041	5.893435023	5.793661829	6.068778278	5.971244638
EIF2B1	5.476090008	5.493807425	5.424082287	5.568032105	5.733272983	5.665250632
EIF2B2	5.248383029	4.854444549	4.941951393	5.095038283	4.712375673	4.786544089
EIF2B3	5.736469582	5.740360946	5.59645814	5.536457047	5.158660175	5.01028752
EIF2B4	4.720770955	4.893799031	4.584301114	4.883132016	4.73920004	4.991544521
EIF2B5	5.482751498	5.556429415	5.741655738	5.711192019	5.523185552	5.61022759
EIF2D	5.237410753	5.434995109	5.1478765	5.164303583	4.939931765	4.967122485
EIF2S1	7.415860052	7.53325964	7.868044678	7.858956971	7.657640005	7.579662897
EIF2S2	7.619713785	7.774147916	7.618106481	7.633946989	7.118380492	7.1548991
EIF2S3	7.964571912	8.2687759	7.517976396	7.508602957	7.515013804	7.618524993
EIF3A	9.079282099	9.390831025	8.285841434	8.379031732	7.968522804	8.087865891
EIF3B	7.604849706	7.936443604	7.279814842	7.477191599	8.034320277	8.245994716
EIF3C/EIF3CL	0	-3.899695094	-3.625934282	-3.426625474	0	0
EIF3D	7.291815335	7.703017618	7.692022611	7.569445521	7.245334028	7.516062437
EIF3E	7.608203065	8.013635328	7.727328284	7.716977181	7.913044971	7.859534786
EIF3F	7.075211711	7.573700199	7.02986143	6.945666223	7.045694145	6.915580653
EIF3G	4.941575862	5.064451772	5.418628493	5.995077431	7.101271874	6.605835055
EIF3H	7.14522909	7.315104265	6.937167811	7.244677792	7.107572801	7.086603333
